participant_id,OrthoET_trial_number,OrthoET_trial_order,OrthoET_high,OrthoET_low,OrthoET_illegal,OrthoET_unpron,OrthoET_high_position,OrthoET_IA_label,OrthoET_response_time,OrthoET_response_choice,OrthoET_response_choice_accuracy_high,OrthoET_response_choice_accuracy_highlow,OrthoET_IA_fixation_count,OrthoET_IA_fixation_%,OrthoET_IA_dwell_time,OrthoET_IA_dwell_time%,OrthoET_IA_run_count,OrthoET_IA_first_run_fixation_count,OrthoET_IA_first_run_fixation%,OrthoET_IA_first_run_dwell_time,Ortho_ET_IA_inclusion,Ortho_ET_accuracy,accurate_trials,Ortho_ET_accuracy_inclusion,Ortho_ET_met_both_inclusion_count,Ortho_ET_met_both_inclusion
c194009,13,13,brel,snek,pjih,kqwp,3,High_Ortho_IA,2471,Low_Ortho,0,1,2,0.2222,278,0.1126,1,2,0.2222,278,1,1,18,TRUE,18,1
c194009,13,13,brel,snek,pjih,kqwp,3,Low_Ortho_IA,2471,Low_Ortho,0,1,3,0.3333,1050,0.4254,2,2,0.2222,412,1,1,18,TRUE,18,1
c194009,13,13,brel,snek,pjih,kqwp,3,Illegal_IA,2471,Low_Ortho,0,1,1,0.1111,450,0.1823,1,1,0.1111,450,1,1,18,TRUE,18,1
c194009,13,13,brel,snek,pjih,kqwp,3,Unpron_IA,2471,Low_Ortho,0,1,2,0.2222,450,0.1823,1,2,0.2222,450,1,1,18,TRUE,18,1
c194009,14,14,gred,wreb,gwiy,ktlh,1,High_Ortho_IA,1028,High_Ortho,1,1,2,0.6667,1070,0.7891,1,2,0.6667,1070,0,1,18,TRUE,18,1
c194009,14,14,gred,wreb,gwiy,ktlh,1,Low_Ortho_IA,1028,High_Ortho,1,1,0,0,0,0,0,.,.,.,0,1,18,TRUE,18,1
c194009,14,14,gred,wreb,gwiy,ktlh,1,Illegal_IA,1028,High_Ortho,1,1,1,0.3333,286,0.2109,1,1,0.3333,286,0,1,18,TRUE,18,1
c194009,14,14,gred,wreb,gwiy,ktlh,1,Unpron_IA,1028,High_Ortho,1,1,0,0,0,0,0,.,.,.,0,1,18,TRUE,18,1
c194009,15,15,slen,knef,czih,fxgk,2,High_Ortho_IA,2696,High_Ortho,1,1,1,0.125,1008,0.3574,1,1,0.125,1008,1,1,18,TRUE,18,1
c194009,15,15,slen,knef,czih,fxgk,2,Low_Ortho_IA,2696,High_Ortho,1,1,3,0.375,628,0.2227,2,1,0.125,176,1,1,18,TRUE,18,1
c194009,15,15,slen,knef,czih,fxgk,2,Illegal_IA,2696,High_Ortho,1,1,1,0.125,562,0.1993,1,1,0.125,562,1,1,18,TRUE,18,1
c194009,15,15,slen,knef,czih,fxgk,2,Unpron_IA,2696,High_Ortho,1,1,1,0.125,372,0.1319,1,1,0.125,372,1,1,18,TRUE,18,1
c194009,16,16,prit,twap,wgiy,bkjd,2,High_Ortho_IA,2484,High_Ortho,1,1,3,0.3333,1118,0.4451,2,1,0.1111,342,1,1,18,TRUE,18,1
c194009,16,16,prit,twap,wgiy,bkjd,2,Low_Ortho_IA,2484,High_Ortho,1,1,3,0.3333,812,0.3232,2,2,0.2222,288,1,1,18,TRUE,18,1
c194009,16,16,prit,twap,wgiy,bkjd,2,Illegal_IA,2484,High_Ortho,1,1,1,0.1111,186,0.074,1,1,0.1111,186,1,1,18,TRUE,18,1
c194009,16,16,prit,twap,wgiy,bkjd,2,Unpron_IA,2484,High_Ortho,1,1,1,0.1111,172,0.0685,1,1,0.1111,172,1,1,18,TRUE,18,1
c194009,17,17,pred,syew,pvuj,rxbf,3,High_Ortho_IA,2285,High_Ortho,1,1,3,0.3,552,0.2343,2,2,0.2,296,1,1,18,TRUE,18,1
c194009,17,17,pred,syew,pvuj,rxbf,3,Low_Ortho_IA,2285,High_Ortho,1,1,4,0.4,622,0.264,2,2,0.2,316,1,1,18,TRUE,18,1
c194009,17,17,pred,syew,pvuj,rxbf,3,Illegal_IA,2285,High_Ortho,1,1,2,0.2,586,0.2487,1,2,0.2,586,1,1,18,TRUE,18,1
c194009,17,17,pred,syew,pvuj,rxbf,3,Unpron_IA,2285,High_Ortho,1,1,1,0.1,596,0.253,1,1,0.1,596,1,1,18,TRUE,18,1
c194009,18,18,slan,tway,bfiw,hvfn,1,High_Ortho_IA,803,High_Ortho,1,1,2,0.6667,808,0.7594,1,2,0.6667,808,0,1,18,TRUE,18,1
c194009,18,18,slan,tway,bfiw,hvfn,1,Low_Ortho_IA,803,High_Ortho,1,1,0,0,0,0,0,.,.,.,0,1,18,TRUE,18,1
c194009,18,18,slan,tway,bfiw,hvfn,1,Illegal_IA,803,High_Ortho,1,1,0,0,0,0,0,.,.,.,0,1,18,TRUE,18,1
c194009,18,18,slan,tway,bfiw,hvfn,1,Unpron_IA,803,High_Ortho,1,1,0,0,0,0,0,.,.,.,0,1,18,TRUE,18,1
c194010,1,1,clat,knoy,csih,dhhx,4,High_Ortho_IA,8380,High_Ortho,1,1,8,0.4211,3398,0.4279,5,1,0.0526,632,1,1,18,TRUE,18,1
c194010,1,1,clat,knoy,csih,dhhx,4,Low_Ortho_IA,8380,High_Ortho,1,1,5,0.2632,2676,0.3369,4,1,0.0526,856,1,1,18,TRUE,18,1
c194010,1,1,clat,knoy,csih,dhhx,4,Illegal_IA,8380,High_Ortho,1,1,3,0.1579,780,0.0982,2,1,0.0526,404,1,1,18,TRUE,18,1
c194010,1,1,clat,knoy,csih,dhhx,4,Unpron_IA,8380,High_Ortho,1,1,1,0.0526,896,0.1128,1,1,0.0526,896,1,1,18,TRUE,18,1
c194010,2,2,slen,knef,czih,fxgk,4,High_Ortho_IA,4562,Low_Ortho,0,1,3,0.2727,1212,0.2623,2,2,0.1818,656,1,1,18,TRUE,18,1
c194010,2,2,slen,knef,czih,fxgk,4,Low_Ortho_IA,4562,Low_Ortho,0,1,4,0.3636,2110,0.4567,2,2,0.1818,754,1,1,18,TRUE,18,1
c194010,2,2,slen,knef,czih,fxgk,4,Illegal_IA,4562,Low_Ortho,0,1,1,0.0909,450,0.0974,1,1,0.0909,450,1,1,18,TRUE,18,1
c194010,2,2,slen,knef,czih,fxgk,4,Unpron_IA,4562,Low_Ortho,0,1,2,0.1818,596,0.129,1,2,0.1818,596,1,1,18,TRUE,18,1
c194010,3,3,brel,snek,pjih,kqwp,3,High_Ortho_IA,4556,High_Ortho,1,1,2,0.2857,2396,0.5148,2,1,0.1429,806,1,1,18,TRUE,18,1
c194010,3,3,brel,snek,pjih,kqwp,3,Low_Ortho_IA,4556,High_Ortho,1,1,2,0.2857,1074,0.2308,2,1,0.1429,462,1,1,18,TRUE,18,1
c194010,3,3,brel,snek,pjih,kqwp,3,Illegal_IA,4556,High_Ortho,1,1,1,0.1429,528,0.1135,1,1,0.1429,528,1,1,18,TRUE,18,1
c194010,3,3,brel,snek,pjih,kqwp,3,Unpron_IA,4556,High_Ortho,1,1,1,0.1429,448,0.0963,1,1,0.1429,448,1,1,18,TRUE,18,1
c194010,4,4,prit,twap,wgiy,bkjd,1,High_Ortho_IA,5313,High_Ortho,1,1,7,0.5833,3216,0.6353,2,3,0.25,1046,1,1,18,TRUE,18,1
c194010,4,4,prit,twap,wgiy,bkjd,1,Low_Ortho_IA,5313,High_Ortho,1,1,1,0.0833,1008,0.1991,1,1,0.0833,1008,1,1,18,TRUE,18,1
c194010,4,4,prit,twap,wgiy,bkjd,1,Illegal_IA,5313,High_Ortho,1,1,1,0.0833,288,0.0569,1,1,0.0833,288,1,1,18,TRUE,18,1
c194010,4,4,prit,twap,wgiy,bkjd,1,Unpron_IA,5313,High_Ortho,1,1,1,0.0833,364,0.0719,1,1,0.0833,364,1,1,18,TRUE,18,1
c194010,5,5,dren,wrop,zhux,xwsx,2,High_Ortho_IA,4978,High_Ortho,1,1,3,0.2,2254,0.4682,3,1,0.0667,1418,1,1,18,TRUE,18,1
c194010,5,5,dren,wrop,zhux,xwsx,2,Low_Ortho_IA,4978,High_Ortho,1,1,5,0.3333,1434,0.2979,3,1,0.0667,584,1,1,18,TRUE,18,1
c194010,5,5,dren,wrop,zhux,xwsx,2,Illegal_IA,4978,High_Ortho,1,1,2,0.1333,276,0.0573,1,2,0.1333,276,1,1,18,TRUE,18,1
c194010,5,5,dren,wrop,zhux,xwsx,2,Unpron_IA,4978,High_Ortho,1,1,2,0.1333,410,0.0852,1,2,0.1333,410,1,1,18,TRUE,18,1
c194010,6,6,skad,plic,hkiy,mgnz,1,Low_Ortho_IA,4189,High_Ortho,1,1,3,0.3333,2420,0.5708,2,2,0.2222,816,1,1,18,TRUE,18,1
c194010,6,6,skad,plic,hkiy,mgnz,1,High_Ortho_IA,4189,High_Ortho,1,1,2,0.2222,602,0.142,1,2,0.2222,602,1,1,18,TRUE,18,1
c194010,6,6,skad,plic,hkiy,mgnz,1,Illegal_IA,4189,High_Ortho,1,1,2,0.2222,452,0.1066,1,2,0.2222,452,1,1,18,TRUE,18,1
c194010,6,6,skad,plic,hkiy,mgnz,1,Unpron_IA,4189,High_Ortho,1,1,1,0.1111,480,0.1132,1,1,0.1111,480,1,1,18,TRUE,18,1
c194010,7,7,clar,glip,hvej,bcsr,2,High_Ortho_IA,4173,High_Ortho,1,1,3,0.3333,1638,0.3785,1,3,0.3333,1638,1,1,18,TRUE,18,1
c194010,7,7,clar,glip,hvej,bcsr,2,Low_Ortho_IA,4173,High_Ortho,1,1,2,0.2222,1078,0.2491,1,2,0.2222,1078,1,1,18,TRUE,18,1
c194010,7,7,clar,glip,hvej,bcsr,2,Illegal_IA,4173,High_Ortho,1,1,1,0.1111,320,0.0739,1,1,0.1111,320,1,1,18,TRUE,18,1
c194010,7,7,clar,glip,hvej,bcsr,2,Unpron_IA,4173,High_Ortho,1,1,1,0.1111,584,0.1349,1,1,0.1111,584,1,1,18,TRUE,18,1
c194010,8,8,grat,wrup,sviw,tkvc,3,High_Ortho_IA,4386,High_Ortho,1,1,3,0.25,1514,0.3461,2,2,0.1667,578,1,1,18,TRUE,18,1
c194010,8,8,grat,wrup,sviw,tkvc,3,Low_Ortho_IA,4386,High_Ortho,1,1,3,0.25,1050,0.2401,2,1,0.0833,408,1,1,18,TRUE,18,1
c194010,8,8,grat,wrup,sviw,tkvc,3,Illegal_IA,4386,High_Ortho,1,1,4,0.3333,1210,0.2766,3,2,0.1667,358,1,1,18,TRUE,18,1
c194010,8,8,grat,wrup,sviw,tkvc,3,Unpron_IA,4386,High_Ortho,1,1,2,0.1667,600,0.1372,2,1,0.0833,262,1,1,18,TRUE,18,1
c194010,9,9,whan,phey,sruv,pnzh,1,High_Ortho_IA,6759,High_Ortho,1,1,5,0.3333,2676,0.4099,4,1,0.0667,394,1,1,18,TRUE,18,1
c194010,9,9,whan,phey,sruv,pnzh,1,Low_Ortho_IA,6759,High_Ortho,1,1,2,0.1333,1842,0.2822,2,1,0.0667,976,1,1,18,TRUE,18,1
c194010,9,9,whan,phey,sruv,pnzh,1,Illegal_IA,6759,High_Ortho,1,1,4,0.2667,944,0.1446,2,2,0.1333,444,1,1,18,TRUE,18,1
c194010,9,9,whan,phey,sruv,pnzh,1,Unpron_IA,6759,High_Ortho,1,1,3,0.2,824,0.1262,2,2,0.1333,310,1,1,18,TRUE,18,1
c194010,10,10,blet,syod,vyuj,tvqf,2,High_Ortho_IA,3684,High_Ortho,1,1,3,0.3,1854,0.4963,2,2,0.2,1320,1,1,18,TRUE,18,1
c194010,10,10,blet,syod,vyuj,tvqf,2,Low_Ortho_IA,3684,High_Ortho,1,1,2,0.2,668,0.1788,2,1,0.1,338,1,1,18,TRUE,18,1
c194010,10,10,blet,syod,vyuj,tvqf,2,Illegal_IA,3684,High_Ortho,1,1,1,0.1,326,0.0873,1,1,0.1,326,1,1,18,TRUE,18,1
c194010,10,10,blet,syod,vyuj,tvqf,2,Unpron_IA,3684,High_Ortho,1,1,2,0.2,484,0.1296,1,2,0.2,484,1,1,18,TRUE,18,1
c194010,11,11,cret,glek,bduw,vghk,4,High_Ortho_IA,3664,High_Ortho,1,1,2,0.2857,1826,0.4854,2,1,0.1429,444,1,1,18,TRUE,18,1
c194010,11,11,cret,glek,bduw,vghk,4,Low_Ortho_IA,3664,High_Ortho,1,1,1,0.1429,634,0.1685,1,1,0.1429,634,1,1,18,TRUE,18,1
c194010,11,11,cret,glek,bduw,vghk,4,Illegal_IA,3664,High_Ortho,1,1,1,0.1429,422,0.1122,1,1,0.1429,422,1,1,18,TRUE,18,1
c194010,11,11,cret,glek,bduw,vghk,4,Unpron_IA,3664,High_Ortho,1,1,2,0.2857,500,0.1329,2,1,0.1429,154,1,1,18,TRUE,18,1
c194010,12,12,gred,wreb,gwiy,ktlh,4,High_Ortho_IA,3902,High_Ortho,1,1,4,0.4,2018,0.5007,2,2,0.2,404,1,1,18,TRUE,18,1
c194010,12,12,gred,wreb,gwiy,ktlh,4,Low_Ortho_IA,3902,High_Ortho,1,1,2,0.2,752,0.1866,1,2,0.2,752,1,1,18,TRUE,18,1
c194010,12,12,gred,wreb,gwiy,ktlh,4,Illegal_IA,3902,High_Ortho,1,1,2,0.2,714,0.1772,1,2,0.2,714,1,1,18,TRUE,18,1
c194010,12,12,gred,wreb,gwiy,ktlh,4,Unpron_IA,3902,High_Ortho,1,1,1,0.1,314,0.0779,1,1,0.1,314,1,1,18,TRUE,18,1
c194010,13,13,slan,tway,bfiw,hvfn,2,High_Ortho_IA,3228,High_Ortho,1,1,1,0.1111,1962,0.5822,1,1,0.1111,1962,1,1,18,TRUE,18,1
c194010,13,13,slan,tway,bfiw,hvfn,2,Low_Ortho_IA,3228,High_Ortho,1,1,1,0.1111,210,0.0623,1,1,0.1111,210,1,1,18,TRUE,18,1
c194010,13,13,slan,tway,bfiw,hvfn,2,Illegal_IA,3228,High_Ortho,1,1,2,0.2222,328,0.0973,1,2,0.2222,328,1,1,18,TRUE,18,1
c194010,13,13,slan,tway,bfiw,hvfn,2,Unpron_IA,3228,High_Ortho,1,1,2,0.2222,432,0.1282,1,2,0.2222,432,1,1,18,TRUE,18,1
c194010,14,14,blar,skub,sfuj,gpvj,1,High_Ortho_IA,4503,High_Ortho,1,1,5,0.3333,1960,0.4584,2,3,0.2,1452,1,1,18,TRUE,18,1
c194010,14,14,blar,skub,sfuj,gpvj,1,Low_Ortho_IA,4503,High_Ortho,1,1,5,0.3333,1476,0.3452,3,2,0.1333,362,1,1,18,TRUE,18,1
c194010,14,14,blar,skub,sfuj,gpvj,1,Illegal_IA,4503,High_Ortho,1,1,2,0.1333,282,0.0659,1,2,0.1333,282,1,1,18,TRUE,18,1
c194010,14,14,blar,skub,sfuj,gpvj,1,Unpron_IA,4503,High_Ortho,1,1,1,0.0667,174,0.0407,1,1,0.0667,174,1,1,18,TRUE,18,1
c194010,15,15,whon,phud,fvej,kdsj,2,High_Ortho_IA,4320,High_Ortho,1,1,5,0.3846,1366,0.326,3,1,0.0769,800,1,1,18,TRUE,18,1
c194010,15,15,whon,phud,fvej,kdsj,2,Low_Ortho_IA,4320,High_Ortho,1,1,3,0.2308,1210,0.2888,3,1,0.0769,622,1,1,18,TRUE,18,1
c194010,15,15,whon,phud,fvej,kdsj,2,Illegal_IA,4320,High_Ortho,1,1,2,0.1538,328,0.0783,1,2,0.1538,328,1,1,18,TRUE,18,1
c194010,15,15,whon,phud,fvej,kdsj,2,Unpron_IA,4320,High_Ortho,1,1,2,0.1538,1074,0.2563,2,1,0.0769,594,1,1,18,TRUE,18,1
c194010,16,16,drel,sqow,vwux,fzgj,3,High_Ortho_IA,3617,High_Ortho,1,1,3,0.3,1226,0.339,3,1,0.1,514,1,1,18,TRUE,18,1
c194010,16,16,drel,sqow,vwux,fzgj,3,Low_Ortho_IA,3617,High_Ortho,1,1,3,0.3,1168,0.323,2,2,0.2,832,1,1,18,TRUE,18,1
c194010,16,16,drel,sqow,vwux,fzgj,3,Illegal_IA,3617,High_Ortho,1,1,2,0.2,370,0.1023,1,2,0.2,370,1,1,18,TRUE,18,1
c194010,16,16,drel,sqow,vwux,fzgj,3,Unpron_IA,3617,High_Ortho,1,1,1,0.1,604,0.167,1,1,0.1,604,1,1,18,TRUE,18,1
c194010,17,17,bril,sqip,fnoq,bkgv,1,High_Ortho_IA,4234,High_Ortho,1,1,4,0.3333,1798,0.4281,3,2,0.1667,324,1,1,18,TRUE,18,1
c194010,17,17,bril,sqip,fnoq,bkgv,1,Low_Ortho_IA,4234,High_Ortho,1,1,4,0.3333,1118,0.2662,2,2,0.1667,412,1,1,18,TRUE,18,1
c194010,17,17,bril,sqip,fnoq,bkgv,1,Illegal_IA,4234,High_Ortho,1,1,1,0.0833,730,0.1738,1,1,0.0833,730,1,1,18,TRUE,18,1
c194010,17,17,bril,sqip,fnoq,bkgv,1,Unpron_IA,4234,High_Ortho,1,1,2,0.1667,332,0.079,1,2,0.1667,332,1,1,18,TRUE,18,1
c194010,18,18,pred,syew,pvuj,rxbf,3,High_Ortho_IA,3594,High_Ortho,1,1,4,0.5,2086,0.5659,2,2,0.25,452,1,1,18,TRUE,18,1
c194010,18,18,pred,syew,pvuj,rxbf,3,Low_Ortho_IA,3594,High_Ortho,1,1,1,0.125,650,0.1763,1,1,0.125,650,1,1,18,TRUE,18,1
c194010,18,18,pred,syew,pvuj,rxbf,3,Illegal_IA,3594,High_Ortho,1,1,1,0.125,344,0.0933,1,1,0.125,344,1,1,18,TRUE,18,1
c194010,18,18,pred,syew,pvuj,rxbf,3,Unpron_IA,3594,High_Ortho,1,1,1,0.125,400,0.1085,1,1,0.125,400,1,1,18,TRUE,18,1
c194011,1,1,cret,glek,bduw,vghk,2,High_Ortho_IA,7407,High_Ortho,1,1,5,0.3333,2898,0.3957,3,2,0.1333,456,1,1,18,TRUE,18,1
c194011,1,1,cret,glek,bduw,vghk,2,Low_Ortho_IA,7407,High_Ortho,1,1,4,0.2667,2404,0.3282,2,2,0.1333,384,1,1,18,TRUE,18,1
c194011,1,1,cret,glek,bduw,vghk,2,Illegal_IA,7407,High_Ortho,1,1,1,0.0667,594,0.0811,1,1,0.0667,594,1,1,18,TRUE,18,1
c194011,1,1,cret,glek,bduw,vghk,2,Unpron_IA,7407,High_Ortho,1,1,4,0.2667,1056,0.1442,2,2,0.1333,522,1,1,18,TRUE,18,1
c194011,2,2,blet,syod,vyuj,tvqf,3,High_Ortho_IA,4419,High_Ortho,1,1,4,0.3636,2328,0.547,2,2,0.1818,994,1,1,18,TRUE,18,1
c194011,2,2,blet,syod,vyuj,tvqf,3,Low_Ortho_IA,4419,High_Ortho,1,1,3,0.2727,412,0.0968,1,3,0.2727,412,1,1,18,TRUE,18,1
c194011,2,2,blet,syod,vyuj,tvqf,3,Illegal_IA,4419,High_Ortho,1,1,1,0.0909,620,0.1457,1,1,0.0909,620,1,1,18,TRUE,18,1
c194011,2,2,blet,syod,vyuj,tvqf,3,Unpron_IA,4419,High_Ortho,1,1,2,0.1818,540,0.1269,1,2,0.1818,540,1,1,18,TRUE,18,1
c194011,3,3,pred,syew,pvuj,rxbf,4,High_Ortho_IA,5375,High_Ortho,1,1,4,0.4,2542,0.4757,2,3,0.3,852,1,1,18,TRUE,18,1
c194011,3,3,pred,syew,pvuj,rxbf,4,Low_Ortho_IA,5375,High_Ortho,1,1,2,0.2,1348,0.2522,2,1,0.1,362,1,1,18,TRUE,18,1
c194011,3,3,pred,syew,pvuj,rxbf,4,Illegal_IA,5375,High_Ortho,1,1,1,0.1,664,0.1243,1,1,0.1,664,1,1,18,TRUE,18,1
c194011,3,3,pred,syew,pvuj,rxbf,4,Unpron_IA,5375,High_Ortho,1,1,1,0.1,492,0.0921,1,1,0.1,492,1,1,18,TRUE,18,1
c194011,4,4,slan,tway,bfiw,hvfn,4,High_Ortho_IA,5258,High_Ortho,1,1,3,0.25,2648,0.4979,2,2,0.1667,982,1,1,18,TRUE,18,1
c194011,4,4,slan,tway,bfiw,hvfn,4,Low_Ortho_IA,5258,High_Ortho,1,1,3,0.25,1274,0.2396,2,2,0.1667,432,1,1,18,TRUE,18,1
c194011,4,4,slan,tway,bfiw,hvfn,4,Illegal_IA,5258,High_Ortho,1,1,3,0.25,820,0.1542,2,2,0.1667,678,1,1,18,TRUE,18,1
c194011,4,4,slan,tway,bfiw,hvfn,4,Unpron_IA,5258,High_Ortho,1,1,2,0.1667,508,0.0955,1,2,0.1667,508,1,1,18,TRUE,18,1
c194011,5,5,clat,knoy,csih,dhhx,3,High_Ortho_IA,3945,High_Ortho,1,1,2,0.25,844,0.2047,1,2,0.25,844,1,1,18,TRUE,18,1
c194011,5,5,clat,knoy,csih,dhhx,3,Low_Ortho_IA,3945,High_Ortho,1,1,1,0.125,580,0.1406,1,1,0.125,580,1,1,18,TRUE,18,1
c194011,5,5,clat,knoy,csih,dhhx,3,Illegal_IA,3945,High_Ortho,1,1,2,0.25,992,0.2405,1,2,0.25,992,1,1,18,TRUE,18,1
c194011,5,5,clat,knoy,csih,dhhx,3,Unpron_IA,3945,High_Ortho,1,1,2,0.25,1452,0.3521,1,2,0.25,1452,1,1,18,TRUE,18,1
c194011,6,6,brel,snek,pjih,kqwp,2,High_Ortho_IA,5242,Low_Ortho,0,1,4,0.3333,1454,0.2779,3,1,0.0833,342,1,1,18,TRUE,18,1
c194011,6,6,brel,snek,pjih,kqwp,2,Low_Ortho_IA,5242,Low_Ortho,0,1,4,0.3333,2288,0.4373,2,2,0.1667,782,1,1,18,TRUE,18,1
c194011,6,6,brel,snek,pjih,kqwp,2,Illegal_IA,5242,Low_Ortho,0,1,1,0.0833,436,0.0833,1,1,0.0833,436,1,1,18,TRUE,18,1
c194011,6,6,brel,snek,pjih,kqwp,2,Unpron_IA,5242,Low_Ortho,0,1,2,0.1667,742,0.1418,2,1,0.0833,90,1,1,18,TRUE,18,1
c194011,7,7,gred,wreb,gwiy,ktlh,2,High_Ortho_IA,10968,Low_Ortho,0,1,5,0.3125,4340,0.4042,3,2,0.125,832,1,1,18,TRUE,18,1
c194011,7,7,gred,wreb,gwiy,ktlh,2,Low_Ortho_IA,10968,Low_Ortho,0,1,6,0.375,5160,0.4806,4,2,0.125,666,1,1,18,TRUE,18,1
c194011,7,7,gred,wreb,gwiy,ktlh,2,Illegal_IA,10968,Low_Ortho,0,1,1,0.0625,332,0.0309,1,1,0.0625,332,1,1,18,TRUE,18,1
c194011,7,7,gred,wreb,gwiy,ktlh,2,Unpron_IA,10968,Low_Ortho,0,1,1,0.0625,342,0.0319,1,1,0.0625,342,1,1,18,TRUE,18,1
c194011,8,8,bril,sqip,fnoq,bkgv,3,High_Ortho_IA,4935,High_Ortho,1,1,4,0.3077,1750,0.3586,3,2,0.1538,408,1,1,18,TRUE,18,1
c194011,8,8,bril,sqip,fnoq,bkgv,3,Low_Ortho_IA,4935,High_Ortho,1,1,2,0.1538,1168,0.2393,2,1,0.0769,582,1,1,18,TRUE,18,1
c194011,8,8,bril,sqip,fnoq,bkgv,3,Illegal_IA,4935,High_Ortho,1,1,4,0.3077,1006,0.2061,2,2,0.1538,410,1,1,18,TRUE,18,1
c194011,8,8,bril,sqip,fnoq,bkgv,3,Unpron_IA,4935,High_Ortho,1,1,1,0.0769,542,0.1111,1,1,0.0769,542,1,1,18,TRUE,18,1
c194011,9,9,skad,plic,hkiy,mgnz,1,Low_Ortho_IA,8778,Low_Ortho,0,1,4,0.3333,2310,0.2618,2,2,0.1667,346,1,1,18,TRUE,18,1
c194011,9,9,skad,plic,hkiy,mgnz,1,High_Ortho_IA,8778,Low_Ortho,0,1,5,0.4167,5582,0.6327,3,2,0.1667,428,1,1,18,TRUE,18,1
c194011,9,9,skad,plic,hkiy,mgnz,1,Illegal_IA,8778,Low_Ortho,0,1,1,0.0833,422,0.0478,1,1,0.0833,422,1,1,18,TRUE,18,1
c194011,9,9,skad,plic,hkiy,mgnz,1,Unpron_IA,8778,Low_Ortho,0,1,1,0.0833,452,0.0512,1,1,0.0833,452,1,1,18,TRUE,18,1
c194011,10,10,prit,twap,wgiy,bkjd,1,High_Ortho_IA,4901,High_Ortho,1,1,2,0.1538,2076,0.4332,2,1,0.0769,298,1,1,18,TRUE,18,1
c194011,10,10,prit,twap,wgiy,bkjd,1,Low_Ortho_IA,4901,High_Ortho,1,1,6,0.4615,1382,0.2884,3,2,0.1538,306,1,1,18,TRUE,18,1
c194011,10,10,prit,twap,wgiy,bkjd,1,Illegal_IA,4901,High_Ortho,1,1,2,0.1538,422,0.0881,1,2,0.1538,422,1,1,18,TRUE,18,1
c194011,10,10,prit,twap,wgiy,bkjd,1,Unpron_IA,4901,High_Ortho,1,1,2,0.1538,550,0.1148,1,2,0.1538,550,1,1,18,TRUE,18,1
c194011,11,11,drel,sqow,vwux,fzgj,3,High_Ortho_IA,7047,High_Ortho,1,1,8,0.4211,2398,0.3632,4,2,0.1053,392,1,1,18,TRUE,18,1
c194011,11,11,drel,sqow,vwux,fzgj,3,Low_Ortho_IA,7047,High_Ortho,1,1,8,0.4211,3086,0.4674,3,3,0.1579,722,1,1,18,TRUE,18,1
c194011,11,11,drel,sqow,vwux,fzgj,3,Illegal_IA,7047,High_Ortho,1,1,1,0.0526,336,0.0509,1,1,0.0526,336,1,1,18,TRUE,18,1
c194011,11,11,drel,sqow,vwux,fzgj,3,Unpron_IA,7047,High_Ortho,1,1,1,0.0526,508,0.0769,1,1,0.0526,508,1,1,18,TRUE,18,1
c194011,12,12,clar,glip,hvej,bcsr,2,High_Ortho_IA,4378,Low_Ortho,0,1,4,0.2667,1496,0.357,2,2,0.1333,1140,1,1,18,TRUE,18,1
c194011,12,12,clar,glip,hvej,bcsr,2,Low_Ortho_IA,4378,Low_Ortho,0,1,5,0.3333,1610,0.3842,2,3,0.2,798,1,1,18,TRUE,18,1
c194011,12,12,clar,glip,hvej,bcsr,2,Illegal_IA,4378,Low_Ortho,0,1,2,0.1333,452,0.1079,1,2,0.1333,452,1,1,18,TRUE,18,1
c194011,12,12,clar,glip,hvej,bcsr,2,Unpron_IA,4378,Low_Ortho,0,1,3,0.2,508,0.1212,2,1,0.0667,154,1,1,18,TRUE,18,1
c194011,13,13,grat,wrup,sviw,tkvc,1,High_Ortho_IA,4370,High_Ortho,1,1,1,0.25,3284,0.7096,1,1,0.25,3284,0,1,18,TRUE,18,1
c194011,13,13,grat,wrup,sviw,tkvc,1,Low_Ortho_IA,4370,High_Ortho,1,1,1,0.25,820,0.1772,1,1,0.25,820,0,1,18,TRUE,18,1
c194011,13,13,grat,wrup,sviw,tkvc,1,Illegal_IA,4370,High_Ortho,1,1,0,0,0,0,0,.,.,.,0,1,18,TRUE,18,1
c194011,13,13,grat,wrup,sviw,tkvc,1,Unpron_IA,4370,High_Ortho,1,1,1,0.25,160,0.0346,1,1,0.25,160,0,1,18,TRUE,18,1
c194011,14,14,blar,skub,sfuj,gpvj,1,High_Ortho_IA,5693,Low_Ortho,0,1,4,0.2667,1914,0.344,3,1,0.0667,870,0,1,18,TRUE,18,1
c194011,14,14,blar,skub,sfuj,gpvj,1,Low_Ortho_IA,5693,Low_Ortho,0,1,7,0.4667,2134,0.3835,3,3,0.2,706,0,1,18,TRUE,18,1
c194011,14,14,blar,skub,sfuj,gpvj,1,Illegal_IA,5693,Low_Ortho,0,1,0,0,0,0,0,.,.,.,0,1,18,TRUE,18,1
c194011,14,14,blar,skub,sfuj,gpvj,1,Unpron_IA,5693,Low_Ortho,0,1,3,0.2,1120,0.2013,2,1,0.0667,460,0,1,18,TRUE,18,1
c194011,15,15,dren,wrop,zhux,xwsx,1,High_Ortho_IA,13726,High_Ortho,1,1,7,0.2917,6144,0.4631,5,2,0.0833,360,1,1,18,TRUE,18,1
